per_square_meter_price,id
72158.40340207977,0
23808.120363690978,1
61588.0568824152,2
41526.596874946496,3
43854.02604794278,4
99183.41199892189,5
41631.59484712808,6
116184.74851999065,7
30080.136197496708,8
22057.577614279926,9
42556.96909635184,10
82965.1357774237,11
111942.86626680124,12
25988.285766189132,13
182075.32044498518,14
136623.2277205835,15
19102.430533072238,16
37477.64516029024,17
83316.60323998742,18
53961.18589732,19
28886.651367310893,20
178043.89359789004,21
315141.25322793913,22
16931.434457980005,23
179508.71930305954,24
55189.58407155843,25
166508.93829553155,26
14702.841055257553,27
128007.47431204493,28
8679.747509695424,29
24259.82073364635,30
156673.7129891754,31
121514.00284069117,32
28130.814136038487,33
21752.997817688465,34
32753.397635100777,35
36250.386004546905,36
55144.6097843902,37
46725.63530242104,38
169536.85606029374,39
78930.33079576328,40
308843.85104589397,41
55884.30396409919,42
54771.343602484696,43
36744.61082638121,44
30970.540744219023,45
47737.57987756462,46
18118.13433303992,47
36873.623621303836,48
18315.943641070695,49
36580.36759662281,50
42800.5581192861,51
19726.33908286781,52
71143.11367614169,53
14127.322868721469,54
253394.15819014507,55
145444.391026848,56
50946.832570130944,57
77783.4761428042,58
68196.50581162998,59
18529.771969795318,60
61254.91224812874,61
17570.799692983546,62
41875.89173591023,63
495102.89403440594,64
69340.59814286487,65
70263.198862832,66
32036.3814333376,67
174719.78041437714,68
68824.74712199136,69
114977.9337404921,70
123681.5965192358,71
212294.4004930239,72
52005.87635510749,73
51107.35114397875,74
29610.174016047487,75
18836.632249723003,76
31568.597560110426,77
37698.334039750356,78
25495.695869170737,79
35178.33130314782,80
45360.05026718007,81
41530.71099812897,82
197980.51697240822,83
48571.127512418956,84
31418.253030861448,85
134967.5014508747,86
17571.78138544783,87
23430.846667871498,88
42227.60542347338,89
27290.42829490331,90
144102.45437477514,91
67315.88472793024,92
20687.568326916655,93
37508.34473300615,94
275229.9822555513,95
23267.94418298839,96
59755.86728737402,97
474812.3528357746,98
48547.33514828423,99
141363.05266310376,100
72896.65704497072,101
73727.1971744717,102
1514.3157202016084,103
56415.45381148186,104
171740.9597655713,105
54368.25018512489,106
20778.87383036749,107
24445.125856398296,108
36068.01762865037,109
45576.05797209479,110
26158.183817412748,111
89147.98942944454,112
36223.59826682603,113
67019.94209103337,114
75333.5991120507,115
88525.72420474383,116
40690.55475765925,117
37987.254296656305,118
34480.547283161,119
245104.9431895735,120
20364.751821144502,121
45385.7088651427,122
100246.93025645122,123
61797.991871801714,124
114929.48424230647,125
34568.5693679528,126
106207.63889774377,127
42840.09044834585,128
36212.86739744963,129
31442.47522612697,130
41806.7315595312,131
249483.35486326803,132
23883.441310678274,133
41440.03512392568,134
53886.099449484864,135
152383.05419796787,136
28462.206770674256,137
17784.830326583546,138
21516.40060532008,139
42774.18557156611,140
32648.423707118087,141
30823.467286322284,142
27890.575628474897,143
81826.38836706961,144
66606.27824746953,145
35009.7418083192,146
39299.365611390866,147
22249.429731984703,148
89356.97993086679,149
539978.765467183,150
60759.6415707958,151
254945.8837651889,152
30758.65886278407,153
52753.74679418625,154
21634.795107781676,155
37893.03815789523,156
58843.826383204796,157
38625.41588535144,158
35376.0996031488,159
84908.6690447036,160
85415.66346499982,161
55408.05226976697,162
76152.732678084,163
38548.697097781456,164
52189.53687683184,165
13022.822957668744,166
15680.759281746792,167
38250.04578747371,168
66513.94866434197,169
210693.1483284669,170
205633.28567127127,171
29410.72090229364,172
59476.70014643193,173
107872.94600045437,174
42222.90160303886,175
172088.41269764063,176
153056.6294050225,177
69004.91043589529,178
346831.9189216614,179
12911.40260846112,180
267211.50634966645,181
8998.141035230336,182
63501.92352690397,183
132949.06780316788,184
20401.382805457164,185
33662.148242882606,186
35748.8394222869,187
37202.49311239651,188
78828.086586566,189
30179.178128437863,190
21336.245816517352,191
107088.83578146834,192
70667.91626136481,193
16856.355196744935,194
52608.190478683595,195
20883.84894635281,196
36720.85121883078,197
65334.60770468023,198
86894.45876070176,199
48169.20054627441,200
31053.265402929952,201
39773.954617919735,202
35560.99262307096,203
46267.1809311488,204
95215.47193262061,205
17451.080943623125,206
395500.94024017855,207
28234.99848798694,208
27874.544941235516,209
34807.33809697369,210
22319.487369616374,211
20307.691279789084,212
255344.5545457239,213
58804.58084307826,214
56269.12036830155,215
44566.852264009314,216
11761.71404681481,217
14333.079707008648,218
39560.70001639452,219
43264.150928835814,220
27279.48124302813,221
17298.817941857473,222
52524.87118195876,223
144909.57157989053,224
227340.3922741717,225
124178.9860104917,226
7138.085582299687,227
540231.9352342148,228
41888.71762289238,229
89165.24544786042,230
210397.58979823187,231
112084.82034549683,232
148663.56072992168,233
16377.72885276044,234
12689.140919388663,235
68858.65560674845,236
26044.169099242077,237
36104.96255679844,238
48227.40704377461,239
219110.3837246518,240
61830.82419732832,241
19052.74848613717,242
452900.978847278,243
184883.11975700286,244
36695.56601386682,245
243091.50573360422,246
41099.009154247025,247
284549.37297058577,248
63185.25824261144,249
45727.725483379676,250
112137.73722490072,251
83134.80958259173,252
21980.48240521257,253
29544.0443425224,254
92145.96125866594,255
63131.25675773839,256
187548.1667765104,257
91299.68877260594,258
91905.84465243922,259
128895.59512946942,260
45556.48132215325,261
35549.783669428696,262
25827.688246594535,263
69692.64832297682,264
32056.96972119803,265
75459.04760496083,266
43275.08039491972,267
117338.2910975511,268
70621.28547175441,269
16434.103915976153,270
36792.37453081535,271
90717.90371316393,272
30592.143883563152,273
92025.06596281123,274
173391.62707968094,275
18058.602712697793,276
45224.488128007215,277
73729.1846133949,278
202474.10028876172,279
154383.10528113047,280
52220.51145292042,281
15381.103148184327,282
54912.17101615966,283
38790.663345762965,284
28716.51261899804,285
29125.18651263914,286
28018.268380735044,287
56633.75785381172,288
60502.719157927735,289
29571.900833142015,290
52584.94497988234,291
209994.98517981326,292
29568.866356823884,293
39552.7306506152,294
57175.85685240595,295
125782.48299247479,296
126722.61705705857,297
18184.13955399011,298
24480.703087233574,299
298170.13186380814,300
156620.03143415452,301
25619.759322394777,302
42815.42602245544,303
103018.81222508903,304
25095.338863644218,305
10587.870993371276,306
57776.47734394663,307
47587.49342288062,308
354225.8558719589,309
3115.010301889074,310
56888.431064093704,311
105467.21103641878,312
425799.180968222,313
15921.109380936929,314
12977.57928053418,315
29470.223187296662,316
59209.83325926353,317
36173.64141321612,318
18867.964480337643,319
57438.890459903676,320
14441.917156949701,321
73350.80934818536,322
52850.85793317569,323
51101.66416444358,324
340773.4849345703,325
160276.27296965008,326
