per_square_meter_price,id
197885.8769832598,0
54632.4438438442,1
47231.069702832814,2
42398.75695843267,3
69352.36362966186,4
95569.68822442125,5
17903.30734553108,6
179009.79774700344,7
59112.43542611445,8
46544.608669140536,9
41753.78359047248,10
179601.70284565503,11
274054.77092661377,12
15080.333548779308,13
283840.5685612034,14
120004.31022928697,15
13002.01916436883,16
49634.01075206349,17
195113.64573006833,18
130666.2293274832,19
74567.59184648436,20
143775.72917770146,21
287646.21582111384,22
48823.557109849804,23
144516.01825728506,24
128332.1903472132,25
165733.6670669323,26
0.0,27
202958.53314122342,28
0.0,29
51817.62946330823,30
175507.55518215836,31
160556.85475918773,32
30017.43875187353,33
0.0,34
37120.70959089753,35
97710.11009859086,36
66179.263676835,37
73406.5127291766,38
237404.61285276763,39
131984.39216640504,40
312435.6266180396,41
117258.12794572052,42
150424.0811532762,43
0.0,44
51049.5859713704,45
122865.81614833597,46
0.0,47
7190.852472031416,48
18263.200900643642,49
109568.92066154325,50
46054.40461120888,51
6485.812214265796,52
96917.85786968925,53
16531.41688085995,54
307297.1267071137,55
171681.51303132414,56
84758.65939755402,57
60764.951864764735,58
165300.3630696244,59
0.0,60
178091.52903737366,61
9587.769876074279,62
64157.77072599258,63
415249.6554735972,64
123391.28269136384,65
106902.07522516126,66
65949.54344941735,67
153106.98306031467,68
140210.89929051715,69
174341.11028414435,70
202139.62635344267,71
183441.69749963132,72
93876.3579374074,73
110438.21075896102,74
58051.283214386436,75
0.0,76
0.0,77
66694.30440377993,78
45177.07073248348,79
86023.51075456424,80
28430.78624632444,81
54265.359183313136,82
356972.0224767131,83
86064.66411378155,84
39641.26459155488,85
174644.45049363235,86
0.0,87
0.0,88
95941.5449396585,89
26078.683286707164,90
132757.43589946924,91
135200.97349365184,92
0.0,93
107734.64689236892,94
264459.3548003258,95
0.0,96
128464.98455677049,97
449858.6400289663,98
54213.56482899048,99
281640.6645198566,100
90713.18805126812,101
169060.61875119957,102
0.0,103
103175.74093652949,104
242291.34604965418,105
22819.61170086013,106
0.0,107
0.0,108
35057.05229643085,109
33643.71491093458,110
76804.49441596681,111
113302.87555207023,112
80153.23872110761,113
58961.150366045054,114
155975.10350549483,115
81209.04883910237,116
81783.22938424633,117
172739.12326740642,118
6730.169954804442,119
370911.1772952452,120
74955.61833849155,121
28080.925031889405,122
158657.91719736182,123
36501.4100160916,124
156171.6428494078,125
108137.84828651977,126
129254.86789620151,127
39860.71699989826,128
14894.94798632928,129
0.0,130
7696.4108241512,131
241012.9887816499,132
141782.89604334126,133
74728.16156481674,134
90609.77430016357,135
189257.16034522385,136
19730.009632898902,137
48116.36462576507,138
1691.041871067806,139
81298.29491086125,140
5747.061504549783,141
0.0,142
48098.90995643739,143
168119.6412813131,144
147815.3014732335,145
9442.560003981998,146
0.0,147
46692.88097173393,148
226891.78999302437,149
479889.08303420804,150
38057.20348339972,151
363726.7933633726,152
81035.07595242899,153
147011.77688760258,154
0.0,155
0.0,156
6841.510896315493,157
90359.36906120101,158
61035.146637544574,159
159152.98691637424,160
86759.62721254841,161
45053.84892535003,162
164650.57691221026,163
38866.163381962746,164
123505.85592905917,165
0.0,166
0.0,167
104973.67171396346,168
56819.6122296456,169
231414.54690017103,170
213951.31657070282,171
8045.158169652699,172
150060.8578971941,173
181315.9178934557,174
13020.063533994922,175
358220.35738601914,176
370343.74486043275,177
253434.05218086316,178
340052.0856326548,179
67447.78848555115,180
298969.57804302097,181
0.0,182
96798.90541496918,183
151433.05203999754,184
0.0,185
57467.770251382986,186
55008.15256227896,187
123888.99081271929,188
96714.11183006065,189
0.0,190
35553.19023087299,191
203411.46104244783,192
111675.88185262,193
72331.60180297277,194
68095.65230332651,195
43806.68833840972,196
143518.4854337619,197
183262.98584782874,198
139054.8908515033,199
68088.32466339091,200
109381.95665512375,201
54114.39262502742,202
68560.69226472078,203
0.0,204
69823.17785590522,205
0.0,206
381080.7673087878,207
8664.879170665401,208
32562.200984724288,209
63798.66238916018,210
53321.14842499919,211
0.0,212
224420.64133863105,213
81225.91031476406,214
111629.10156709877,215
45513.11176887872,216
0.0,217
0.0,218
64263.92950129761,219
53834.14031467866,220
0.0,221
0.0,222
111760.38795245874,223
140276.11443491944,224
276238.28528098186,225
184077.9558278586,226
0.0,227
480601.54466041585,228
77742.60750576634,229
199633.2255420274,230
453318.44622599956,231
182339.37682763278,232
181695.2580700089,233
0.0,234
21954.398597489344,235
124852.11513355003,236
32107.615918700292,237
21563.79332110213,238
60222.75383455286,239
267328.95714301936,240
89616.33793673223,241
44732.55371558809,242
444210.65733689757,243
225162.0481821808,244
26704.952973766645,245
191145.70887295064,246
60639.87399473225,247
295277.644438757,248
147755.41755067912,249
49295.331716778775,250
203200.18300039798,251
30195.0321089926,252
14571.241394227676,253
10322.142888643648,254
170815.77633199544,255
58977.84688754237,256
298148.05615974765,257
108828.10117893464,258
169925.05891020724,259
302800.5254124077,260
40346.78972364447,261
54351.940248421946,262
40706.486290061104,263
93346.4414588691,264
30272.641191327974,265
225983.33010380645,266
52399.38753636039,267
225196.31996159372,268
161231.8030134606,269
0.0,270
47495.34734377339,271
149237.13951426907,272
28932.234480861065,273
342092.6532541338,274
331783.9616204658,275
0.0,276
71041.23763504131,277
140334.7537685568,278
203826.0076591379,279
196145.75638696767,280
43311.78280170179,281
0.0,282
153131.22603110777,283
73369.68391189045,284
45424.86802731235,285
96964.20643613617,286
50194.36546392132,287
66208.89522058288,288
148583.9538506489,289
0.0,290
61236.82572382064,291
179543.17545368284,292
4320.195763648022,293
65788.87494927367,294
105921.95607478487,295
188778.67228077352,296
253968.27872748044,297
0.0,298
7532.466888142997,299
410243.4232795264,300
247666.58487627085,301
29582.996345274078,302
0.0,303
173493.7912103932,304
66832.41939792405,305
14096.777627742864,306
102582.89270329532,307
99914.0776723275,308
264913.8729213752,309
0.0,310
76424.30328098116,311
87784.22584035732,312
352249.15186005,313
2233.409854196958,314
41102.512501284655,315
256.2320187121077,316
37003.04582769977,317
27226.343405171632,318
51433.72918472382,319
17892.179372331404,320
14721.194664990267,321
85781.90149677313,322
166675.91739028227,323
185821.04704396642,324
290992.28720848414,325
221315.2149434932,326
268500.2010093428,327
69149.22643354668,328
0.0,329
181330.4856343952,330
59647.15449568437,331
184215.1774441086,332
253432.93757077126,333
67728.93821156131,334
161565.21130171343,335
0.0,336
95247.50272845085,337
211678.4758728703,338
114045.81466007487,339
101616.0729356633,340
57037.9511616636,341
63459.29503214544,342
23229.838259853525,343
84855.70358789743,344
162049.26384771545,345
52621.754744413935,346
193750.98924150318,347
30907.23641542706,348
174764.22504289,349
2997.725637713811,350
462875.40664925356,351
159833.94968831632,352
121279.70158781078,353
112712.49023076288,354
427759.0529376916,355
130218.8844183364,356
10862.191708859158,357
53574.45908917615,358
0.0,359
156320.79233444046,360
60601.192510974084,361
310110.24071016285,362
32427.075747229363,363
8210.788183001263,364
66008.22206600088,365
0.0,366
195631.6593477414,367
177347.8511486989,368
239852.90110872174,369
81498.1213250399,370
115132.65714128628,371
66373.25562215575,372
103041.98408604653,373
35233.466277341344,374
197604.88878273487,375
28913.544794680623,376
54533.04653064236,377
74484.01863932855,378
73774.44336273185,379
102420.01441174887,380
254088.20842497912,381
74493.32806603932,382
106285.87039296534,383
198407.49352450512,384
267104.65287160024,385
79069.4104326603,386
222974.88868366898,387
184543.9414757404,388
13136.41673673522,389
112330.79939768503,390
177257.7674084796,391
312688.6109859089,392
49405.277255843204,393
0.0,394
58707.05851730525,395
290628.63372355537,396
201955.58560375066,397
115211.79763757177,398
68634.39501587955,399
20356.338220213176,400
174820.1728734633,401
3578.137766280357,402
21997.57518909381,403
0.0,404
150918.61564685754,405
105543.88854429002,406
201294.44754754956,407
60456.70031784431,408
198365.17709736194,409
29603.49062275319,410
104470.57758909337,411
160461.21456102602,412
58168.13502369313,413
158355.97940556932,414
59521.21741940672,415
45451.62373876611,416
179845.77009409596,417
466484.7938072905,418
198811.51846140705,419
118446.97687193046,420
38147.212464764496,421
94272.4365889787,422
31920.698091524828,423
108459.58812914563,424
75149.61378372954,425
136602.0599695656,426
55281.192381367204,427
50545.12104906842,428
89032.25837389026,429
222197.06220661988,430
253206.06884413207,431
154382.43733463495,432
48298.74157578827,433
8734.421468027664,434
470663.6457632143,435
30768.373187693112,436
40640.48392695871,437
0.0,438
179463.32695140428,439
56658.34299246351,440
0.0,441
95899.72730907892,442
39946.02950575108,443
115507.21139999204,444
266219.9949678613,445
163730.46590475313,446
248070.3238486249,447
66061.45873345698,448
159603.3179837779,449
87192.57397844786,450
0.0,451
0.0,452
220136.69469711976,453
161843.71795664425,454
22956.492495055165,455
67497.92057696865,456
7667.407030383503,457
41753.1007989253,458
82983.99146080621,459
139307.71360242256,460
10139.899103589138,461
3533.126775640005,462
52157.843355142395,463
6848.809279153953,464
3924.6021823151386,465
162831.6967653173,466
0.0,467
438448.49869829364,468
0.0,469
77433.62861394203,470
191385.08005569503,471
168325.62662406877,472
61056.76122930687,473
104740.220716619,474
92803.06300909117,475
15640.542665767513,476
0.0,477
15698.094057741371,478
193604.83524768526,479
82747.99015725574,480
22350.824344023786,481
61468.46819912977,482
29627.46739265995,483
105067.67337476109,484
60859.12523491256,485
274511.75189487654,486
214882.66672766593,487
410090.52873630996,488
125154.58619459248,489
0.0,490
1287.6482445071742,491
66296.97600022906,492
148075.15046628047,493
166241.49523518328,494
102364.95924266278,495
96151.67275972477,496
141002.00049940444,497
25380.867342404774,498
210433.74013558304,499
5740.200758644642,500
18923.6357127738,501
95342.94022369133,502
246945.92672789522,503
34236.91641229694,504
0.0,505
145124.341941791,506
140820.63272289513,507
192899.453470055,508
56097.36513209199,509
102713.18219549376,510
115822.60238554415,511
68234.148394657,512
79813.4818036848,513
233273.42029607517,514
167692.87668095692,515
0.0,516
37520.720886691764,517
49482.9860624477,518
266867.7731336467,519
68181.58942190984,520
71003.78859115853,521
70498.04288186475,522
117601.73297152449,523
807.163033625664,524
173465.39199511183,525
240688.0406532875,526
151845.4357929465,527
35262.16624248338,528
0.0,529
126551.12027720739,530
0.0,531
179627.07901969802,532
32620.807828420802,533
30207.232104689756,534
52365.45365019582,535
162392.26181268803,536
107625.83832575208,537
109854.81445630839,538
489818.6819123612,539
65387.52283320059,540
43522.468198369024,541
46141.30266966013,542
13950.45264465014,543
144301.22972469532,544
169260.92427064886,545
109578.89843626301,546
165715.82954700617,547
196629.57230343827,548
0.0,549
0.0,550
11408.195924383064,551
208117.08777836338,552
0.0,553
72044.52438327637,554
