per_square_meter_price,id
141997.37010496826,0
75833.3222694299,1
46691.508640241016,2
71196.87841061207,3
41403.426548472264,4
96058.46624216746,5
0.0,6
191667.0633532314,7
41361.85098844398,8
43966.213593262684,9
37973.17336588593,10
193982.9822962862,11
209587.28092666302,12
22046.76996416935,13
270246.4372936693,14
102164.68926477709,15
5424.198291112534,16
50964.83030708377,17
191691.63829650468,18
127324.65418449038,19
73268.59736024626,20
178191.27509855037,21
291729.20070067066,22
40153.21532598561,23
143642.85694078205,24
103627.41106249271,25
174514.0362170413,26
0.0,27
162998.19784649392,28
0.0,29
27274.056210958654,30
172158.2498014057,31
169261.8304713858,32
23491.745804927355,33
0.0,34
47773.53688763804,35
67912.77777987772,36
72058.56715270682,37
76004.62246449696,38
279389.55818068585,39
129957.22255728973,40
320989.7253714085,41
129550.35804669965,42
142683.9606608718,43
2415.127874591959,44
43678.42316460016,45
142888.98602352035,46
0.0,47
0.0,48
21086.97630077979,49
108905.97789965643,50
55905.90940892168,51
0.0,52
131872.47104590596,53
6871.33766772936,54
325610.53911388654,55
158752.5412249564,56
74260.29148888137,57
60707.81519602798,58
163357.92702982534,59
0.0,60
179772.14181277377,61
0.0,62
81900.07080076635,63
457741.098535513,64
55339.5572969688,65
128450.15107944515,66
72410.18433361761,67
192748.98481624195,68
125902.70697659679,69
207006.6631836021,70
176608.66028276173,71
163252.1716436633,72
104819.3365575814,73
108341.23953798944,74
51515.47728043918,75
23661.38375640004,76
0.0,77
82013.54757462812,78
33033.39128154295,79
58104.07232678788,80
26545.090368199795,81
66218.83934166725,82
362324.66159025196,83
105085.64287304039,84
44084.18064889469,85
127430.43293095002,86
0.0,87
0.0,88
117145.47924413181,89
10683.27762432057,90
119842.93344181743,91
164936.64796504984,92
0.0,93
92186.50249517361,94
235699.41175197344,95
0.0,96
101276.34488130799,97
502978.4449458443,98
28107.2116933004,99
311648.6747042855,100
76132.429923997,101
149387.88058212592,102
0.0,103
101625.42028104437,104
188163.40358261642,105
18380.03848167095,106
0.8012303655850701,107
0.0,108
0.0,109
27387.204914654954,110
57212.04790823815,111
128600.03603209411,112
90892.6319410952,113
128399.15790944263,114
82711.19722468796,115
78958.0190360549,116
99149.128247301,117
114198.34122881257,118
934.4664163472262,119
432561.70758637664,120
44191.580936959406,121
24359.957067186886,122
143480.93104487204,123
25378.722171370802,124
133838.2837290584,125
56598.25053037147,126
148804.96074236726,127
76355.29735996912,128
29696.025796604656,129
0.0,130
31478.322576623053,131
244388.82344194636,132
128295.54267186587,133
57488.23336725622,134
102916.97976177816,135
174039.30499738606,136
21000.225676153415,137
0.0,138
7439.895255521329,139
72567.34376743811,140
12017.562552810909,141
0.0,142
42714.6409581809,143
122403.44829249222,144
179704.1392065874,145
0.0,146
27088.268615499386,147
25615.109603521825,148
235497.6405187653,149
558656.3734706974,150
9667.83981412296,151
406544.0282393806,152
74360.58214376686,153
143531.0736100787,154
0.0,155
12565.499617283138,156
28119.342409013632,157
76150.82406869237,158
55564.460169741884,159
160564.1005397571,160
