per_square_meter_price,id
132685.9220079407,0
73366.45486386691,1
65330.345449359214,2
47682.435271571565,3
25300.412571973808,4
103406.80338871066,5
2476.983187933394,6
181843.1876470166,7
57419.91430734715,8
51907.28116758191,9
62095.54553202959,10
196325.0445583507,11
203738.92084525514,12
19057.325836846838,13
224228.7032427052,14
106215.54245092592,15
8868.891251808673,16
77636.71655140829,17
186334.91436116683,18
116548.08601413266,19
73331.80743598036,20
176946.443556973,21
295251.91187492,22
39360.96735891892,23
138097.14710009185,24
122952.70603985072,25
185729.1111539902,26
0.0,27
170929.42619925964,28
0.0,29
27843.188392107375,30
175375.5392005004,31
169148.62172467075,32
30368.651325133804,33
0.0,34
60646.241082406836,35
89124.99905001745,36
77991.67040321272,37
81180.40484665416,38
222420.54439235985,39
114257.50544928672,40
307989.03915748117,41
132419.5493069613,42
136090.16718070954,43
14998.719862669648,44
46420.30859240249,45
130481.90605843841,46
0.0,47
13987.886374384572,48
17515.94533712999,49
90630.80455443647,50
70116.85080642364,51
0.0,52
141990.03707920277,53
13096.15698066121,54
334697.3993557497,55
170933.51890351396,56
82567.54853657674,57
69349.61336394888,58
168987.93398034386,59
0.0,60
213474.40071889735,61
20468.014232771005,62
73816.86135750648,63
465532.6049131104,64
54479.27335114457,65
141264.57368813775,66
70390.28020370216,67
194828.02276095445,68
117958.81461510359,69
216012.65117331932,70
194936.64159463323,71
187232.50572182616,72
97055.92393544101,73
118031.23212775111,74
66861.56775966682,75
11192.29666277254,76
0.0,77
78722.17530017963,78
25673.514369417913,79
54409.47827536601,80
36828.601024391304,81
69232.25950345211,82
346519.1398158107,83
93046.798134815,84
46614.4251778028,85
133680.89373926248,86
0.0,87
0.0,88
80056.21014845389,89
9015.770743880363,90
123613.14190845418,91
163687.1626729918,92
0.0,93
61459.77154787321,94
221805.26799015963,95
0.0,96
92028.63989170652,97
501720.132100628,98
32084.710471045284,99
309955.25895137084,100
89993.91968774586,101
152207.590768527,102
0.0,103
100955.2264668385,104
201388.61264342268,105
16330.469372419291,106
2585.7397104022675,107
0.0,108
16059.285617176152,109
