id,rating_org
0,4.46011035298947
1,4.408483575361787
2,4.329560538605697
3,4.327222535022182
4,4.365170067617375
5,4.5749138393858155
6,4.469143994644627
7,4.34707969898348
8,4.480841503127239
9,4.402143297032441
10,4.452081196810883
11,4.133896302123093
12,4.099444352638351
13,4.215317863163762
14,4.46011035298947
15,4.506148450541874
16,4.4283762837945515
17,4.46011035298947
18,4.399270026178774
19,4.338425019121969
20,4.133896302123093
21,4.169338365701226
22,4.248142497063701
23,4.204924922564219
24,4.274825614648041
25,4.424644805062703
26,4.009799152631362
27,4.4283762837945515
28,4.377319672159359
29,4.476211562532141
30,4.491352218360818
31,4.307846017210577
32,4.295775242391567
33,4.3337129269060055
34,4.266793944491306
35,4.133896302123093
36,4.275230696628702
37,4.18015843811427
38,4.303672640771458
39,4.3713964379719865
40,4.062273990098273
41,4.491352218360818
42,4.395359460712807
43,4.568555738691009
44,4.5749138393858155
45,4.232048797247467
46,4.010124999940717
47,4.4073083027284135
48,4.18015843811427
49,4.408711724413216
50,3.9860973649791824
51,4.473437854413642
52,4.125482042835452
53,4.488828939441236
54,4.354723372008577
55,4.46011035298947
56,4.295775242391567
57,4.34707969898348
58,4.329560538605697
59,4.191018247903535
60,4.354723372008577
61,4.447821680519293
62,3.7133333333333334
63,4.414491638402263
64,4.3337129269060055
65,4.402143297032441
66,4.327222535022182
67,4.338425019121969
68,4.395359460712807
69,4.2142397182617675
70,4.2142397182617675
71,4.273797470385442
72,4.455339876968644
73,4.591903289534958
74,4.081801612447799
75,4.377319672159359
76,4.40236301070659
77,4.476211562532141
78,4.174504966172341
79,4.4073083027284135
80,4.339061379897882
81,4.247858619256197
82,4.354723372008577
83,4.0643655540409975
84,4.448678884765859
85,4.414386909547109
86,4.2142397182617675
87,4.2501819250732815
88,4.399202126071815
89,4.235192941551356
90,4.399202126071815
91,4.432327295496649
92,4.281545574401833
93,4.2526798097445955
94,4.469143994644627
95,4.455339876968644
96,4.408483575361787
97,4.2142397182617675
98,4.473437854413642
99,3.626985282961614
100,4.473437854413642
101,4.402300020980728
102,4.455339876968644
103,4.546409417048911
104,4.169338365701226
105,4.278962196215786
106,4.116293843334281
107,4.02327905319448
108,4.568555738691009
109,4.398579510847467
110,4.402143297032441
111,4.02327905319448
112,4.317722996363818
113,4.471752504818656
114,4.3925065451828695
115,4.338425019121969
116,3.9508894668234475
117,4.365170067617375
118,4.248142497063701
119,4.425186148771467
120,4.354723372008577
121,4.488828939441236
122,4.399448893832606
123,4.009799152631362
124,4.2526798097445955
125,4.4283762837945515
126,4.568555738691009
127,4.408711724413216
128,4.5749138393858155
129,4.133896302123093
130,4.372202160492568
131,3.920910383737543
132,4.354723372008577
133,4.349827524699343
134,4.388283659064035
135,4.377319672159359
136,4.408711724413216
137,4.327222535022182
138,4.455339876968644
139,4.473437854413642
140,4.278962196215786
141,4.4073083027284135
142,4.455339876968644
143,4.466545041433375
144,4.14906574120259
145,4.377319672159359
146,4.491352218360818
147,4.303672640771458
148,4.327222535022182
149,4.408483575361787
150,4.278962196215786
151,4.1402977037187565
152,4.5285985800501765
153,4.611879899606483
154,4.2142397182617675
155,4.491352218360818
156,4.295052759717959
157,3.9860973649791824
158,4.413053505875964
159,4.469143994644627
160,4.531765051476311
161,4.163472003140111
162,4.311557680196161
163,4.49937965493857
164,4.354723372008577
165,4.303672640771458
166,4.145994500349667
167,4.4283762837945515
168,4.43494764099688
169,4.202989968169847
170,4.5749138393858155
171,4.515856844814521
172,4.18015843811427
173,4.452081196810883
174,4.02327905319448
175,4.3813692151892
176,4.278962196215786
177,4.3813692151892
178,4.377319672159359
179,4.3925065451828695
180,4.30623565428102
181,4.5285985800501765
182,4.408711724413216
183,4.2142397182617675
184,4.354723372008577
185,4.455339876968644
186,4.468023312107691
187,4.262136138264266
188,4.236526016282677
189,4.568555738691009
190,4.1353774319066146
191,4.354723372008577
192,4.429349408627481
193,4.439554842124696
194,4.647350504567383
195,4.372202160492568
196,4.432327295496649
197,4.2142397182617675
198,4.281545574401833
199,3.73021568627451
200,4.18015843811427
201,4.133896302123093
202,3.7964748388323066
203,4.18015843811427
204,4.3713964379719865
205,4.421364900953689
206,4.2526798097445955
207,4.2142397182617675
208,4.167182699162347
209,4.421364900953689
210,4.02327905319448
211,3.9860973649791824
212,4.216906896439308
213,4.429349408627481
214,4.2142397182617675
215,4.455339876968644
216,4.329560538605697
217,4.338425019121969
218,4.380449564133492
219,4.402143297032441
220,4.352499662373228
221,4.139578365709477
222,4.329560538605697
223,4.4283762837945515
224,4.34707969898348
225,4.214216026579658
226,4.036669481930336
227,4.455339876968644
228,4.402143297032441
229,4.46011035298947
230,4.339061379897882
231,4.338425019121969
232,4.402143297032441
233,4.402143297032441
234,4.263880727734346
235,4.125482042835452
236,4.403850806385085
237,4.213727563127667
238,4.133896302123093
239,4.207005658437304
240,4.3713964379719865
241,4.342449537823052
242,4.488719997304382
243,4.4283762837945515
244,4.187799873515117
245,4.338425019121969
246,4.503757263271753
247,4.425186148771467
248,4.25405731921592
249,4.02327905319448
250,4.500673251597092
251,4.329560538605697
252,4.428862867045217
253,4.491352218360818
254,4.365170067617375
255,4.263254389899669
256,4.447821680519293
257,3.408901604142984
258,4.2142397182617675
259,4.228747208327357
260,4.188626575840782
261,4.487992809955329
262,4.399995618821812
263,4.127703966161926
264,4.3925065451828695
265,4.426969596315232
266,4.473437854413642
267,4.191018247903535
268,4.229730148159399
269,4.491352218360818
270,4.484404977090511
271,4.480841503127239
272,4.34707969898348
273,4.065282108870355
274,4.34707969898348
275,4.534962158687597
276,4.274825614648041
277,4.050968535337718
278,4.2993935357819755
279,4.295052759717959
280,4.439554842124696
281,4.685370924836321
282,4.414386909547109
283,4.473273171749145
284,4.546661118972392
285,4.421364900953689
286,4.3713964379719865
287,4.332656670442471
288,4.408483575361787
289,4.534962158687597
290,4.338425019121969
291,4.377344860689666
292,4.338425019121969
293,4.5749138393858155
294,4.18015843811427
295,4.488828939441236
296,4.497547534910213
297,4.503415546397886
298,4.292500970551364
299,4.133896302123093
300,4.403850806385085
301,4.488828939441236
302,4.491352218360818
303,3.9860973649791824
304,4.3925065451828695
305,4.354723372008577
306,4.2142397182617675
307,4.46011035298947
308,4.133896302123093
309,4.278962196215786
310,4.376249118074096
311,4.413053505875964
312,4.133755306738794
313,4.455339876968644
314,4.214216026579658
315,4.278962196215786
316,4.439554842124696
317,4.167182699162347
318,4.178613522765083
319,4.066165034493939
320,4.163472003140111
321,4.303672640771458
322,4.160608924324129
323,4.133896302123093
324,4.0643655540409975
325,4.339061379897882
326,4.5749138393858155
327,4.469143994644627
328,4.424644805062703
329,4.282048161131983
330,4.338425019121969
331,4.534962158687597
332,4.2526798097445955
333,4.311557680196161
334,4.407418792735156
335,4.480841503127239
336,4.2526798097445955
337,3.688069454817904
338,4.425186148771467
339,3.1425551698841607
340,4.3813692151892
341,4.399202126071815
342,4.272368264669754
343,4.286919089591381
344,4.455339876968644
345,4.2526798097445955
346,4.2970773380750735
347,4.376249118074096
348,4.365170067617375
349,4.488828939441236
350,4.524113580035724
351,4.521417841554172
352,4.2526798097445955
353,4.476211562532141
354,4.46011035298947
355,4.377319672159359
356,4.488828939441236
357,4.338425019121969
358,4.133896302123093
359,4.408711724413216
360,4.365170067617375
361,4.3713964379719865
362,4.2501819250732815
363,4.339061379897882
364,4.365170067617375
365,4.278962196215786
366,4.402300020980728
367,4.428862867045217
368,4.4283762837945515
369,4.476211562532141
370,4.253543082246786
371,4.327222535022182
372,4.455339876968644
373,4.503415546397886
374,4.476211562532141
375,4.487992809955329
376,4.2526798097445955
377,4.5749138393858155
378,4.066165034493939
379,4.402143297032441
380,4.46011035298947
381,4.476211562532141
382,4.506073571722581
383,4.3925065451828695
384,4.407418792735156
385,4.331920780697038
386,4.311299403850949
387,3.6832549855595778
388,4.2142397182617675
389,4.338425019121969
390,4.402143297032441
391,4.4186666211708765
392,3.863182599901408
393,4.521192621873725
394,4.521192621873725
395,4.2632101354303185
396,4.258699993914709
397,4.29301937817007
398,4.2142397182617675
399,4.311557680196161
400,4.503415546397886
401,4.408711724413216
402,4.488828939441236
403,3.7133333333333334
404,4.2142397182617675
405,4.327222535022182
406,4.473273171749145
407,4.402300020980728
408,4.02327905319448
409,4.278962196215786
410,4.2993935357819755
411,4.168510138120325
412,4.249334845487138
413,4.3925065451828695
414,4.097127660631279
415,3.952097272561179
416,4.2526798097445955
417,4.3713964379719865
418,4.338425019121969
419,4.097127660631279
420,4.476211562532141
421,4.471752504818656
422,4.40236301070659
423,4.402143297032441
424,4.338425019121969
425,4.510462092331223
426,4.2142397182617675
427,4.441190984558547
428,4.441190984558547
429,4.484404977090511
430,4.132811108318508
431,4.3925065451828695
432,4.225572666143299
433,4.009799152631362
434,4.491352218360818
435,4.491352218360818
436,4.46011035298947
437,4.34707969898348
438,4.408483575361787
439,4.266793944491306
440,4.364339310152485
441,4.46011035298947
442,4.036669481930336
443,4.182679965142013
444,4.368659507570916
445,4.3925065451828695
446,4.438390963022573
447,4.415136291147759
448,4.2142397182617675
449,4.520030816640986
450,4.376249118074096
451,4.422115472201744
452,4.2911256909560445
453,4.534962158687597
454,4.338425019121969
455,4.338425019121969
456,4.26740847024763
457,4.377319672159359
458,4.338425019121969
459,4.46011035298947
460,4.1102897169418755
461,4.473273171749145
462,4.4073083027284135
463,4.5749138393858155
464,4.278962196215786
465,4.354723372008577
466,4.491352218360818
467,4.010124999940717
468,4.473437854413642
469,4.372202160492568
470,4.685370924836321
471,4.116293843334281
472,3.894825926416135
473,4.377319672159359
474,4.365170067617375
475,3.9002172107779733
476,4.425186148771467
477,4.2526798097445955
478,4.2587554134657655
479,4.491352218360818
480,4.2993935357819755
481,4.3813692151892
482,4.424441589011965
483,4.368659507570916
484,4.348866218590757
